name,bound_xmin,bound_ymin,bound_xmax,bound_ymax,reprojected_bound_xmin,reprojected_bound_ymin,reprojected_bound_xmax,reprojected_bound_ymax
EPSG:26775: NAD27 / Iowa North,-96.6400,41.8600,-90.1500,43.5100,1144838.0479,147074.5076,2912449.6692,750142.5939
EPSG:26776: NAD27 / Iowa South,-96.1400,40.3700,-90.1300,42.0300,1264511.2307,145963.0750,2938906.9528,757351.7541
EPSG:26777: NAD27 / Kansas North,-102.0500,38.5200,-94.5900,40.0000,841670.1966,86350.8328,2975556.4466,632408.8315
EPSG:26778: NAD27 / Kansas South,-102.0500,36.9900,-94.5900,38.8700,963436.9196,137458.6179,3141831.0950,825661.9847
EPSG:26779: NAD27 / Kentucky North,-85.9300,37.7400,-82.4600,39.1400,1514164.0541,91804.7017,2517593.9473,602150.4047
EPSG:26780: NAD27 / Kentucky South,-89.4200,36.5000,-81.9800,38.0000,921475.8017,81607.8519,3107873.7027,628461.2010
EPSG:26781: NAD27 / Louisiana North,-94.0500,30.8400,-90.8900,33.0300,1513544.6627,66457.1632,2505377.5936,863344.0804
EPSG:26782: NAD27 / Louisiana South,-93.9300,27.8300,-87.7700,31.0200,1160293.4338,-294900.6998,3152279.1434,873119.5815
EPSG:26783: NAD27 / Maine East,-70.0200,43.8500,-66.8900,47.4600,98908.6607,9732.7124,924542.4572,1326412.7791
EPSG:26784: NAD27 / Maine West,-71.0800,42.9800,-69.2600,46.5700,255451.0746,54725.7231,742490.6256,1363596.3644
EPSG:26785: NAD27 / Maryland,-79.4900,37.8800,-74.9800,39.7200,81234.6937,23398.6671,1382955.3826,696651.6691
EPSG:26786: NAD27 / Massachusetts Mainland,-73.5100,41.3500,-69.8600,42.8900,47994.0637,131822.5707,1050160.8461,695059.2561
EPSG:26787: NAD27 / Massachusetts Island,-70.8700,41.2000,-69.9000,41.5100,98029.3171,73047.2665,364972.5848,186349.8056
EPSG:26791: NAD27 / Minnesota North,-97.2400,46.6400,-89.4700,49.3900,960475.3900,72496.7562,2911686.4469,1080668.5923
EPSG:26792: NAD27 / Minnesota Central,-96.8700,45.2800,-92.2700,47.4800,1325691.3088,108491.4715,2509748.2627,915135.5794
EPSG:26793: NAD27 / Minnesota South,-96.8500,43.5000,-91.2200,45.5900,1243936.7398,194828.1394,2737621.0178,956944.1818
EPSG:26794: NAD27 / Mississippi East,-89.9600,30.1300,-88.1000,35.0000,143830.1629,169163.6055,731836.0635,1942110.8043
EPSG:26795: NAD27 / Mississippi West,-91.2400,31.0000,-89.3800,35.0000,215949.6916,182941.0218,798726.6871,1638485.8615
EPSG:26796: NAD27 / Missouri East,-91.9400,36.0000,-89.1000,40.6100,74078.6934,63615.6952,914152.3860,1742649.0861
EPSG:26797: NAD27 / Missouri Central,-93.7700,36.5000,-91.4000,40.6100,126768.2465,244500.5378,823359.4641,1741932.8979
EPSG:26798: NAD27 / Missouri West,-95.7800,36.5000,-93.5000,40.6100,123845.4760,122844.9756,793982.8173,1620651.3524
EPSG:26799: NAD27 / California zone VII,-118.9800,32.7500,-117.6300,34.8200,3988089.5717,3658137.3496,4403278.7401,4411567.7273
EPSG:26801: NAD Michigan / Michigan East,-84.8300,45.0600,-82.1200,45.8200,199376.1323,1299722.3837,899683.2963,1578493.4439
EPSG:26802: NAD Michigan / Michigan Old Central,-87.1400,41.7500,-84.6000,45.8800,120700.8810,93188.3181,813807.5050,1599583.9557
EPSG:26803: NAD Michigan / Michigan West,-90.4100,45.2400,-83.4200,48.3000,72392.4163,1367543.7980,1872966.3947,2524227.7155
EPSG:26811: NAD Michigan / Michigan North,-90.4100,45.2400,-83.4200,48.3000,1121732.0684,185426.4961,2922023.4856,1302359.1948
EPSG:26812: NAD Michigan / Michigan Central,-87.0900,43.8100,-82.2400,45.8800,1272305.1194,186999.5343,2552635.5940,946509.2713
EPSG:26813: NAD Michigan / Michigan South,-87.1400,41.7500,-82.1200,44.1700,1234128.4292,99052.5828,2604007.5304,985424.3282
EPSG:26814: NAD83 / Maine East (ftUS),-70.0200,43.8500,-66.8900,47.4600,177791.4829,21490.8201,429444.6250,422816.1671
EPSG:26815: NAD83 / Maine West (ftUS),-71.0800,42.9800,-69.2600,46.5700,825504.0208,16691.7115,973952.2097,415632.1006
EPSG:26819: NAD83 / Minnesota North (ftUS),-97.2400,46.6400,-89.4700,49.3900,483133.5811,122090.4500,1077862.8662,429389.2273
EPSG:26820: NAD83 / Minnesota Central (ftUS),-96.8700,45.2800,-92.2700,47.4800,594448.9244,133063.8526,955352.2768,378933.4010
EPSG:26821: NAD83 / Minnesota South (ftUS),-96.8500,43.5000,-91.2200,45.5900,569531.2442,159380.9288,1024810.3297,391676.3674
EPSG:26822: NAD83 / Nebraska (ftUS),-104.0600,40.0000,-95.3200,43.0000,153428.3469,26645.0430,899448.1161,361947.0437
EPSG:26823: NAD83 / West Virginia North (ftUS),-81.7600,38.7500,-77.7300,40.6300,1772046.8531,29270.4606,2122365.5976,238890.8448
EPSG:26824: NAD83 / West Virginia South (ftUS),-82.6500,37.2000,-79.0500,39.1800,1822013.4977,23502.1706,2141616.7841,243745.5465
EPSG:26825: NAD83(HARN) / Maine East (ftUS),-70.0200,43.8500,-66.8900,47.4600,177791.4829,21490.8201,429444.6250,422816.1671
EPSG:26826: NAD83(HARN) / Maine West (ftUS),-71.0800,42.9800,-69.2600,46.5700,825504.0208,16691.7115,973952.2097,415632.1006
EPSG:26830: NAD83(HARN) / Minnesota North (ftUS),-97.2400,46.6400,-89.4700,49.3900,483133.5811,122090.4500,1077862.8662,429389.2273
EPSG:26831: NAD83(HARN) / Minnesota Central (ftUS),-96.8700,45.2800,-92.2700,47.4800,594448.9244,133063.8526,955352.2768,378933.4010
EPSG:26832: NAD83(HARN) / Minnesota South (ftUS),-96.8500,43.5000,-91.2200,45.5900,569531.2442,159380.9288,1024810.3297,391676.3674
EPSG:26833: NAD83(HARN) / Nebraska (ftUS),-104.0600,40.0000,-95.3200,43.0000,153428.3469,26645.0430,899448.1161,361947.0437
EPSG:26834: NAD83(HARN) / West Virginia North (ftUS),-81.7600,38.7500,-77.7300,40.6300,1772046.8531,29270.4606,2122365.5976,238890.8448
EPSG:26835: NAD83(HARN) / West Virginia South (ftUS),-82.6500,37.2000,-79.0500,39.1800,1822013.4977,23502.1706,2141616.7841,243745.5465
EPSG:26836: NAD83(NSRS2007) / Maine East (ftUS),-70.0200,43.8500,-66.8900,47.4600,177791.4829,21490.8201,429444.6250,422816.1671
EPSG:26837: NAD83(NSRS2007) / Maine West (ftUS),-71.0800,42.9800,-69.2600,46.5700,825504.0208,16691.7115,973952.2097,415632.1006
EPSG:26841: NAD83(NSRS2007) / Minnesota North (ftUS),-97.2400,46.6400,-89.4700,49.3900,483133.5811,122090.4500,1077862.8662,429389.2273
EPSG:26842: NAD83(NSRS2007) / Minnesota Central (ftUS),-96.8700,45.2800,-92.2700,47.4800,594448.9244,133063.8526,955352.2768,378933.4010
EPSG:26843: NAD83(NSRS2007) / Minnesota South (ftUS),-96.8500,43.5000,-91.2200,45.5900,569531.2442,159380.9288,1024810.3297,391676.3674
EPSG:26844: NAD83(NSRS2007) / Nebraska (ftUS),-104.0600,40.0000,-95.3200,43.0000,153428.3469,26645.0430,899448.1161,361947.0437
EPSG:26845: NAD83(NSRS2007) / West Virginia North (ftUS),-81.7600,38.7500,-77.7300,40.6300,1772046.8531,29270.4606,2122365.5976,238890.8448
EPSG:26846: NAD83(NSRS2007) / West Virginia South (ftUS),-82.6500,37.2000,-79.0500,39.1800,1822013.4977,23502.1706,2141616.7841,243745.5465
EPSG:26847: NAD83 / Maine East (ftUS),-70.0200,43.8500,-66.8900,47.4600,583304.2236,70507.7990,1408936.2404,1387189.3749
EPSG:26848: NAD83 / Maine West (ftUS),-71.0800,42.9800,-69.2600,46.5700,2708341.1081,54762.7235,3195374.8746,1363619.6499
EPSG:26849: NAD83 / Minnesota North (ftUS),-97.2400,46.6400,-89.4700,49.3900,1585080.7572,400558.4180,3536288.4203,1408754.4898
EPSG:26850: NAD83 / Minnesota Central (ftUS),-96.8700,45.2800,-92.2700,47.4800,1950287.8460,436560.3229,3134351.5948,1243217.3332
EPSG:26851: NAD83 / Minnesota South (ftUS),-96.8500,43.5000,-91.2200,45.5900,1868537.0905,522902.2639,3362231.8901,1285024.8821
EPSG:26852: NAD83 / Nebraska (ftUS),-104.0600,40.0000,-95.3200,43.0000,503372.8346,87417.9453,2950939.3610,1187487.9260
EPSG:26853: NAD83 / West Virginia North (ftUS),-81.7600,38.7500,-77.7300,40.6300,1323969.9671,96031.5028,2473307.3815,783761.0467
EPSG:26854: NAD83 / West Virginia South (ftUS),-82.6500,37.2000,-79.0500,39.1800,1487902.2004,77106.7048,2536467.3158,799688.5137
EPSG:26855: NAD83(HARN) / Maine East (ftUS),-70.0200,43.8500,-66.8900,47.4600,583304.2236,70507.7990,1408936.2404,1387189.3749
EPSG:26856: NAD83(HARN) / Maine West (ftUS),-71.0800,42.9800,-69.2600,46.5700,2708341.1081,54762.7235,3195374.8746,1363619.6499
EPSG:26857: NAD83(HARN) / Minnesota North (ftUS),-97.2400,46.6400,-89.4700,49.3900,1585080.7572,400558.4180,3536288.4203,1408754.4898
EPSG:26858: NAD83(HARN) / Minnesota Central (ftUS),-96.8700,45.2800,-92.2700,47.4800,1950287.8460,436560.3229,3134351.5948,1243217.3332
EPSG:26859: NAD83(HARN) / Minnesota South (ftUS),-96.8500,43.5000,-91.2200,45.5900,1868537.0905,522902.2639,3362231.8901,1285024.8821
EPSG:26860: NAD83(HARN) / Nebraska (ftUS),-104.0600,40.0000,-95.3200,43.0000,503372.8346,87417.9453,2950939.3610,1187487.9260
EPSG:26861: NAD83(HARN) / West Virginia North (ftUS),-81.7600,38.7500,-77.7300,40.6300,1323969.9671,96031.5028,2473307.3815,783761.0467
EPSG:26862: NAD83(HARN) / West Virginia South (ftUS),-82.6500,37.2000,-79.0500,39.1800,1487902.2004,77106.7048,2536467.3158,799688.5137
EPSG:26863: NAD83(NSRS2007) / Maine East (ftUS),-70.0200,43.8500,-66.8900,47.4600,583304.2236,70507.7990,1408936.2404,1387189.3749
EPSG:26864: NAD83(NSRS2007) / Maine West (ftUS),-71.0800,42.9800,-69.2600,46.5700,2708341.1081,54762.7235,3195374.8746,1363619.6499
EPSG:26865: NAD83(NSRS2007) / Minnesota North (ftUS),-97.2400,46.6400,-89.4700,49.3900,1585080.7572,400558.4180,3536288.4203,1408754.4898
EPSG:26866: NAD83(NSRS2007) / Minnesota Central (ftUS),-96.8700,45.2800,-92.2700,47.4800,1950287.8460,436560.3229,3134351.5948,1243217.3332
EPSG:26867: NAD83(NSRS2007) / Minnesota South (ftUS),-96.8500,43.5000,-91.2200,45.5900,1868537.0905,522902.2639,3362231.8901,1285024.8821
EPSG:26868: NAD83(NSRS2007) / Nebraska (ftUS),-104.0600,40.0000,-95.3200,43.0000,503372.8346,87417.9453,2950939.3610,1187487.9260
EPSG:26869: NAD83(NSRS2007) / West Virginia North (ftUS),-81.7600,38.7500,-77.7300,40.6300,1323969.9671,96031.5028,2473307.3815,783761.0467
EPSG:26870: NAD83(NSRS2007) / West Virginia South (ftUS),-82.6500,37.2000,-79.0500,39.1800,1487902.2004,77106.7048,2536467.3158,799688.5137
EPSG:26891: NAD83(CSRS) / MTM zone 11,-83.5900,41.6800,-81.0000,46.0000,214050.0658,4616206.8633,429686.0222,5096670.4351
EPSG:26892: NAD83(CSRS) / MTM zone 12,-82.5000,46.0000,-79.5000,55.3000,188617.1146,5096670.4351,420982.8854,6131040.4099
EPSG:26893: NAD83(CSRS) / MTM zone 13,-85.5000,46.0000,-82.5000,55.5300,188617.1146,5096670.4351,420982.8854,6156640.8990
EPSG:26894: NAD83(CSRS) / MTM zone 14,-88.5000,47.2000,-85.5000,56.7000,191154.7596,5230050.2455,418445.2404,6286883.3724
EPSG:26895: NAD83(CSRS) / MTM zone 15,-91.5000,47.8000,-88.5000,56.8600,192442.4789,5296749.9632,417157.5211,6304696.1015
EPSG:26896: NAD83(CSRS) / MTM zone 16,-94.5000,48.0000,-91.5000,55.3000,192874.4840,5318984.6537,416725.5160,6131040.4099
EPSG:26897: NAD83(CSRS) / MTM zone 17,-95.1500,48.5000,-94.5000,55.3000,358782.3102,5373836.7347,415639.5030,6131040.4099
EPSG:26898: NAD83(CSRS) / MTM zone 1,-54.5000,46.6000,-52.6200,49.8000,189879.5923,5162334.1017,333913.3394,5519129.4217
EPSG:26899: NAD83(CSRS) / MTM zone 2,-57.5000,46.6000,-54.5000,54.7000,189879.5923,5163357.0668,419720.4077,6064260.7885
EPSG:26901: NAD83 / UTM zone 1N,-180.0000,48.0000,-174.0000,63.3000,276224.0846,5320655.7891,723775.9154,7022532.7485
EPSG:26902: NAD83 / UTM zone 2N,-174.0000,48.7000,-168.0000,73.0000,279270.5129,5398450.2607,720729.4871,8102930.5778
EPSG:26903: NAD83 / UTM zone 3N,-168.0000,49.6000,-162.0000,74.3000,283235.9923,5498481.8717,716764.0077,8247791.1295
EPSG:26904: NAD83 / UTM zone 4N,-162.0000,18.0000,-156.0000,74.7000,182293.8864,1992757.4728,817706.1136,8292366.1869
EPSG:26905: NAD83 / UTM zone 5N,-156.0000,18.0000,-150.0000,74.7000,182293.8864,1992757.4728,817706.1136,8292366.1869
EPSG:26906: NAD83 / UTM zone 6N,-150.0000,54.0000,-144.0000,74.2000,303379.1016,5987687.7103,696620.8984,8236647.5506
EPSG:26907: NAD83 / UTM zone 7N,-144.0000,58.7000,-138.0000,71.3300,326182.7564,6510537.2349,673817.2436,7916860.4611
EPSG:26908: NAD83 / UTM zone 8N,-138.0000,52.5000,-132.0000,71.0000,296374.8298,5820882.9786,703625.1702,7880094.9205
EPSG:26909: NAD83 / UTM zone 9N,-132.0000,49.0000,-126.0000,71.0000,280586.2987,5431792.8644,719413.7013,7880094.9205
EPSG:26910: NAD83 / UTM zone 10N,-126.0000,34.4000,-120.0000,77.0000,224215.8977,3810589.9220,775784.1023,8548694.5500
EPSG:26911: NAD83 / UTM zone 11N,-120.0000,27.0000,-114.0000,78.3300,202273.9130,2989975.9668,797726.0870,8696934.7173
EPSG:26912: NAD83 / UTM zone 12N,-114.0000,24.8300,-108.0000,79.2500,196765.3486,2749459.8086,803234.6514,8799482.7282
EPSG:26913: NAD83 / UTM zone 13N,-108.0000,17.8300,-102.0000,80.1000,181990.3402,1973928.4370,818009.6598,8894232.1322
EPSG:26914: NAD83 / UTM zone 14N,-102.0000,15.5000,-96.0000,81.0000,178112.3068,1715882.9463,821887.6932,8994558.8477
EPSG:26915: NAD83 / UTM zone 15N,-96.0000,14.2500,-90.0000,82.0000,176250.0589,1577463.0797,823749.9411,9106037.1690
EPSG:26916: NAD83 / UTM zone 16N,-90.0000,17.7000,-84.0000,82.5000,181760.0998,1959529.9227,818239.9002,9161777.8414
EPSG:26917: NAD83 / UTM zone 17N,-84.0000,24.0000,-78.0000,83.0000,194772.8107,2657478.7094,805227.1893,9217519.4415
EPSG:26918: NAD83 / UTM zone 18N,-78.0000,33.8300,-72.0000,83.2000,222357.2382,3747355.8896,777642.7618,9239816.3278
EPSG:26919: NAD83 / UTM zone 19N,-72.0000,40.8000,-66.0000,83.2000,246917.1854,4520887.0540,753082.8146,9239816.3278
EPSG:26920: NAD83 / UTM zone 20N,-66.0000,43.3300,-60.0000,83.0000,256780.9806,4801833.2103,743219.0194,9217519.4415
EPSG:26921: NAD83 / UTM zone 21N,-60.0000,46.7100,-54.0000,55.5000,270698.2865,5177309.8448,729301.7135,6154522.9130
EPSG:26922: NAD83 / UTM zone 22N,-54.0000,46.5000,-48.0000,49.7000,269809.7263,5153976.6905,730190.2737,5509597.1980
EPSG:26923: NAD83 / UTM zone 23N,-48.0000,44.0000,-42.0000,48.0000,259473.6789,4876249.1268,740526.3211,5320655.7891
EPSG:26929: NAD83 / Alabama East,-86.7900,31.0000,-84.8900,35.0000,108635.9019,55812.3670,290090.6760,499449.4104
EPSG:26930: NAD83 / Alabama West,-88.4800,30.2000,-86.3000,35.0000,505637.6268,22575.3088,715547.1632,555100.5523
EPSG:26931: NAD83 / Alaska zone 1,-141.0000,54.5000,-129.9900,60.3600,4525082.8199,-5271975.8813,5238131.4693,-4603682.5115
EPSG:26932: NAD83 / Alaska zone 2,-144.0000,51.3500,-141.0000,71.3500,360683.6739,-294387.9693,569660.4873,1934672.1279
EPSG:26933: NAD83 / Alaska zone 3,-148.0000,51.3500,-144.0000,71.3500,360683.6739,-292963.4383,639316.3261,1934672.1279
EPSG:26934: NAD83 / Alaska zone 4,-152.0000,51.3500,-148.0000,71.3500,360683.6739,-292963.4383,639316.3261,1934672.1279
EPSG:26935: NAD83 / Alaska zone 5,-156.0000,51.3500,-152.0000,71.3500,360683.6739,-292963.4383,639316.3261,1934672.1279
EPSG:26936: NAD83 / Alaska zone 6,-160.0000,51.3500,-156.0000,71.3500,360683.6739,-292963.4383,639316.3261,1934672.1279
EPSG:26937: NAD83 / Alaska zone 7,-164.0000,51.3500,-160.0000,71.3500,360683.6739,-292963.4383,639316.3261,1934672.1279
EPSG:26938: NAD83 / Alaska zone 8,-168.0000,54.5000,-164.0000,71.3500,370446.6168,57490.3985,629553.3832,1934672.1279
EPSG:26939: NAD83 / Alaska zone 9,-173.1100,54.5000,-168.0000,63.7900,298563.3699,57490.3985,629553.3832,1094152.1249
EPSG:26940: NAD83 / Alaska zone 10,-163.0500,51.2000,172.4000,55.0500,192523.7026,87538.9309,1900485.1638,525124.7549
EPSG:26941: NAD83 / California zone 1,-124.4200,39.6000,-120.0000,42.0000,1792146.6372,531572.3568,2171786.5614,798892.1071
EPSG:26942: NAD83 / California zone 2,-124.0700,38.0300,-119.5400,40.1500,1818261.6061,542403.4865,2215971.2605,778520.4568
EPSG:26943: NAD83 / California zone 3,-123.0900,36.7400,-117.8200,38.7000,1768687.4008,529837.2364,2239348.3283,747512.3199
EPSG:26944: NAD83 / California zone 4,-122.0000,35.7800,-115.6500,37.5800,1728790.5125,553800.0274,2302838.4312,754470.0057
EPSG:26945: NAD83 / California zone 5,-121.3600,32.7500,-114.1300,35.8100,1685008.1226,422057.8902,2362781.0759,762988.9701
EPSG:26946: NAD83 / California zone 6,-118.1400,32.5100,-114.4300,34.0800,1822403.2320,539569.8358,2171019.7908,713784.0294
EPSG:26948: NAD83 / Arizona East,-111.7200,31.3300,-109.0500,37.0000,65529.7737,37122.7083,319629.8910,666598.1236
EPSG:26949: NAD83 / Arizona Central,-113.3300,31.3300,-110.4500,37.0000,78854.8405,37446.9044,352941.3296,666475.7420
EPSG:26950: NAD83 / Arizona West,-114.7500,32.0400,-112.5200,37.0000,118912.0884,115743.1913,329532.2639,666199.5535
EPSG:26951: NAD83 / Arkansas North,-94.6300,34.6600,-89.6500,36.4900,158936.2595,38812.4046,615404.3234,242425.2429
EPSG:26952: NAD83 / Arkansas South,-94.4900,33.0000,-90.0600,35.0900,167305.8182,438690.2176,581302.8941,671557.2595
EPSG:26953: NAD83 / Colorado North,-109.0500,39.5600,-102.0500,41.0000,609389.5439,335734.5495,1210826.6170,495840.5139
EPSG:26954: NAD83 / Colorado Central,-109.0500,38.1400,-102.0500,40.0900,603246.0410,344586.2954,1216796.9402,561239.7723
EPSG:26955: NAD83 / Colorado South,-109.0500,37.0000,-102.0500,38.6700,598470.4895,347466.3994,1221437.7996,533021.3682
EPSG:26956: NAD83 / Connecticut,-73.7300,40.9500,-71.7800,42.0500,222284.7590,165815.3567,386474.4972,287986.7779
EPSG:26957: NAD83 / Delaware,-75.7800,38.4400,-74.9500,39.8400,168279.2632,48902.5679,240742.2715,204368.9072
EPSG:26958: NAD83 / Florida East,-82.0500,24.4300,-80.0200,30.8300,93520.9467,11058.0634,299379.9747,720347.3090
EPSG:26959: NAD83 / Florida West,-83.1800,26.3100,-81.1300,29.5900,82174.7270,219250.1788,286869.4621,583003.5070
EPSG:26960: NAD83 / Florida North,-87.6400,29.2800,-82.0500,31.0000,294888.0397,33596.0690,838076.8380,225835.0565
EPSG:26961: NAD83 / Hawaii zone 1,-156.0600,18.9000,-154.8000,20.2700,441002.5610,7472.5121,573747.3242,159186.7242
EPSG:26962: NAD83 / Hawaii zone 2,-157.3100,20.4900,-155.9700,21.2200,432888.9744,17475.7958,572674.8343,98322.4345
EPSG:26963: NAD83 / Hawaii zone 3,-158.3900,21.1200,-157.5200,21.7200,459484.2132,-5117.1443,549865.7316,61343.0135
EPSG:26964: NAD83 / Hawaii zone 4,-159.7900,21.8700,-159.2900,22.2400,470026.9666,4074.8128,521704.5783,45058.6986
EPSG:26965: NAD83 / Hawaii zone 5,-160.2500,21.7700,-160.0400,22.0300,491381.0118,11444.0622,513100.8665,40236.6807
EPSG:26966: NAD83 / Georgia East,-83.4600,30.3500,-80.7900,34.6900,75658.5275,39504.6841,332353.9025,520899.3469
EPSG:26967: NAD83 / Georgia West,-85.0200,30.6200,-83.0000,35.0000,618188.3703,69035.2145,811853.5799,555045.9967
EPSG:26968: NAD83 / Idaho East,-113.2400,42.0000,-111.0500,44.7600,111077.6422,37578.7545,292512.4383,344248.3598
EPSG:26969: NAD83 / Idaho Central,-115.3000,42.0000,-112.6900,45.7100,392298.6945,37839.0408,608529.7924,450050.4438
EPSG:26970: NAD83 / Idaho West,-117.2400,42.0000,-114.3000,49.0000,676559.1135,38038.1036,920126.9609,816029.6932
EPSG:26971: NAD83 / Illinois East,-89.2700,37.0000,-87.5000,42.5000,216626.7848,37315.2255,374175.2666,648065.4770
EPSG:26972: NAD83 / Illinois West,-91.5100,36.9700,-88.9300,42.5000,580384.6695,34374.9559,810116.9093,648492.9357
EPSG:26973: NAD83 / Indiana East,-86.5800,37.9500,-84.8100,41.7500,19727.0888,300290.5780,175292.3807,722254.4741
EPSG:26974: NAD83 / Indiana West,-88.0900,37.7700,-86.2400,41.7500,811308.3618,280301.1230,974300.9855,722341.0915
EPSG:26975: NAD83 / Iowa North,-96.6400,41.8600,-90.1500,43.5100,1239327.6454,1044829.5042,1778097.0161,1228643.9963
EPSG:26976: NAD83 / Iowa South,-96.1400,40.3700,-90.1300,42.0300,275804.3150,44490.9960,786161.5293,230847.0695
EPSG:26977: NAD83 / Kansas North,-102.0500,38.5200,-94.5900,40.0000,46909.4823,26320.8100,697322.3508,192762.6571
EPSG:26978: NAD83 / Kansas South,-102.0500,36.9900,-94.5900,38.8700,84022.7273,441902.1545,748002.1172,651667.4591
EPSG:26979: NAD83 / Kentucky North,-85.9300,37.7400,-82.4600,39.1400,351928.9014,27973.4764,657765.0730,183541.3188
EPSG:26980: NAD83 / Kentucky South,-89.4200,36.5000,-81.9800,38.0000,171266.7363,524881.6090,837685.8815,691571.1251
EPSG:26981: NAD83 / Louisiana North,-94.0500,30.8400,-90.8900,33.0300,851713.5057,38759.8603,1154026.2022,281650.5280
EPSG:26982: NAD83 / Louisiana South,-93.9300,28.8800,-88.8100,31.0200,746684.4047,44833.9825,1246162.7979,282151.6594
EPSG:26983: NAD83 / Maine East,-70.0200,43.8500,-66.8900,47.4600,177791.4829,21490.8201,429444.6250,422816.1671
EPSG:26984: NAD83 / Maine West,-71.0800,42.9800,-69.2600,46.5700,825504.0208,16691.7115,973952.2097,415632.1006
EPSG:26985: NAD83 / Maryland,-79.4900,37.8800,-74.9800,39.7200,180946.6307,25647.7745,577713.4801,230853.3514
EPSG:26986: NAD83 / Massachusetts Mainland,-73.5100,41.3500,-69.8600,42.8900,31789.1658,790194.4183,337250.8970,961865.1338
EPSG:26987: NAD83 / Massachusetts Island,-70.8700,41.2000,-69.9000,41.5100,468964.2543,22277.6643,550327.9872,56813.6354
EPSG:26988: NAD83 / Michigan North,-90.4100,45.2400,-83.4200,48.3000,7732321.5661,56516.1847,8281014.2484,396946.4742
EPSG:26989: NAD83 / Michigan Central,-87.0900,43.8100,-82.2400,45.8800,5780893.8137,57065.6975,6171113.8267,288400.5730
EPSG:26990: NAD83 / Michigan South,-87.1400,41.7500,-82.1200,44.1700,3769348.4233,30263.9062,4186861.5715,300261.6427
EPSG:26991: NAD83 / Minnesota North,-97.2400,46.6400,-89.4700,49.3900,483133.5811,122090.4500,1077862.8662,429389.2273
EPSG:26992: NAD83 / Minnesota Central,-96.8700,45.2800,-92.2700,47.4800,594448.9244,133063.8526,955352.2768,378933.4010
EPSG:26993: NAD83 / Minnesota South,-96.8500,43.5000,-91.2200,45.5900,569531.2442,159380.9288,1024810.3297,391676.3674
EPSG:26994: NAD83 / Mississippi East,-89.9600,30.1300,-88.1000,35.0000,191436.0228,70058.5869,370661.6319,610453.1799
EPSG:26995: NAD83 / Mississippi West,-91.2400,31.0000,-89.3800,35.0000,613412.0887,166629.6027,791044.8319,610288.4205
EPSG:26996: NAD83 / Missouri East,-91.9400,36.0000,-89.1000,40.6100,120168.6831,19398.2201,376224.6645,531175.4981
EPSG:26997: NAD83 / Missouri Central,-93.7700,36.5000,-91.4000,40.6100,386224.1381,74532.5232,598545.4273,530953.9969
EPSG:26998: NAD83 / Missouri West,-95.7800,36.5000,-93.5000,40.6100,735327.3218,37451.2789,939587.1730,493986.2637
